Country,Year,Child
St. Vincent and the Grenadines,2001,248.0
St. Vincent and the Grenadines,2002,122.0
St. Vincent and the Grenadines,2003,82.0
St. Vincent and the Grenadines,2004,92.0
St. Vincent and the Grenadines,2005,260.0
St. Vincent and the Grenadines,2006,nan
St. Vincent and the Grenadines,2007,230.0
St. Vincent and the Grenadines,2008,346.0
St. Vincent and the Grenadines,2009,234.0
St. Vincent and the Grenadines,2010,209.0
St.-Pierre-et-Miquelon,2000,nan
St.-Pierre-et-Miquelon,2001,nan
St.-Pierre-et-Miquelon,2002,nan
St.-Pierre-et-Miquelon,2003,nan
St.-Pierre-et-Miquelon,2004,nan
St.-Pierre-et-Miquelon,2005,nan
St.-Pierre-et-Miquelon,2006,nan
St.-Pierre-et-Miquelon,2007,nan
St.-Pierre-et-Miquelon,2008,nan
St.-Pierre-et-Miquelon,2009,nan
St.-Pierre-et-Miquelon,2010,nan
Samoa,2000,2201.0
Samoa,2001,1285.0
Samoa,2002,244.0
Samoa,2003,266.0
Samoa,2004,384.0
Samoa,2005,nan
Samoa,2006,nan
Samoa,2007,794.0
Samoa,2008,nan
Samoa,2009,517.0
Samoa,2010,1411.0
San Marino,2000,nan
San Marino,2001,nan
San Marino,2002,nan
San Marino,2003,nan
San Marino,2004,nan
San Marino,2005,nan
San Marino,2006,nan
San Marino,2007,nan
San Marino,2008,nan
San Marino,2009,135.0
San Marino,2010,88.0
Sao Tome and Principe,2000,nan
Sao Tome and Principe,2001,nan
Sao Tome and Principe,2002,383.0
Sao Tome and Principe,2003,188.0
Sao Tome and Principe,2004,126.0
Sao Tome and Principe,2005,157.0
Sao Tome and Principe,2006,nan
Sao Tome and Principe,2007,1262.0
Sao Tome and Principe,2008,693.0
Sao Tome and Principe,2009,550.0
Sao Tome and Principe,2010,354.0
Saudi Arabia,2000,nan
Saudi Arabia,2001,nan
Saudi Arabia,2002,nan
Saudi Arabia,2003,nan
Saudi Arabia,2004,nan
Saudi Arabia,2005,594786.0
Saudi Arabia,2006,nan
Saudi Arabia,2007,538883.0
Saudi Arabia,2008,460373.0
Saudi Arabia,2009,318434.0
Saudi Arabia,2010,nan
Senegal,2000,626976.0
Senegal,2001,616211.0
Senegal,2002,nan
Senegal,2003,560495.0
Senegal,2004,507082.0
Senegal,2005,423324.0
Senegal,2006,449016.0
Senegal,2007,436262.0
Senegal,2008,402062.0
Senegal,2009,424138.0
Senegal,2010,429159.0
Serbia,2000,nan
Serbia,2001,nan
Serbia,2002,nan
Serbia,2003,nan
Serbia,2004,1129.0
Serbia,2005,992.0
Serbia,2006,145.0
Serbia,2007,4878.0
Serbia,2008,5765.0
Serbia,2009,11309.0
Serbia,2010,16133.0
Serbia and Montenegro,2000,nan
Serbia and Montenegro,2001,nan
Serbia and Montenegro,2002,nan
Serbia and Montenegro,2003,nan
Serbia and Montenegro,2004,nan
Serbia and Montenegro,2005,nan
Serbia and Montenegro,2006,nan
Serbia and Montenegro,2007,nan
Serbia and Montenegro,2008,nan
Serbia and Montenegro,2009,nan
Serbia and Montenegro,2010,nan
Serbia excluding Kosovo,2000,nan
Serbia excluding Kosovo,2001,nan
Serbia excluding Kosovo,2002,nan
Serbia excluding Kosovo,2003,nan
Serbia excluding Kosovo,2004,nan
Serbia excluding Kosovo,2005,nan
Serbia excluding Kosovo,2006,nan
Serbia excluding Kosovo,2007,nan
Serbia excluding Kosovo,2008,nan
Serbia excluding Kosovo,2009,nan
Serbia excluding Kosovo,2010,nan
Seychelles,2000,531.0
Seychelles,2001,712.0
Seychelles,2002,494.0
Seychelles,2003,nan
Seychelles,2004,18.0
Seychelles,2005,403.0
Seychelles,2006,nan
Seychelles,2007,nan
Seychelles,2008,nan
Seychelles,2009,nan
Seychelles,2010,nan
Sierra Leone,2000,nan
Sierra Leone,2001,nan
Sierra Leone,2002,nan
Sierra Leone,2003,nan
Sierra Leone,2004,nan
Sierra Leone,2005,nan
Sierra Leone,2006,nan
Sierra Leone,2007,nan
Sierra Leone,2008,nan
Sierra Leone,2009,nan
Sierra Leone,2010,nan
Singapore,2000,nan
Singapore,2001,nan
Singapore,2002,nan
Singapore,2003,nan
Singapore,2004,nan
Singapore,2005,nan
Singapore,2006,nan
Singapore,2007,nan
Singapore,2008,nan
Singapore,2009,nan
Singapore,2010,nan
Slovak Republic,2000,nan
Slovak Republic,2001,nan
Slovak Republic,2002,nan
Slovak Republic,2003,nan
Slovak Republic,2004,nan
Slovak Republic,2005,nan
Slovak Republic,2006,nan
Slovak Republic,2007,nan
Slovak Republic,2008,nan
Slovak Republic,2009,nan
Slovak Republic,2010,nan
Slovenia,2000,4223.0
Slovenia,2001,3522.0
Slovenia,2002,3009.0
Slovenia,2003,2492.0
Slovenia,2004,1275.0
Slovenia,2005,2502.0
Slovenia,2006,3710.0
Slovenia,2007,4248.0
Slovenia,2008,3561.0
Slovenia,2009,3094.0
Slovenia,2010,2746.0
Solomon Islands,2000,nan
Solomon Islands,2001,nan
Solomon Islands,2002,nan
Solomon Islands,2003,nan
Solomon Islands,2004,nan
Solomon Islands,2005,16763.0
Solomon Islands,2006,13481.0
Solomon Islands,2007,13727.0
Solomon Islands,2008,nan
Solomon Islands,2009,nan
Solomon Islands,2010,10282.0
Somalia,2000,nan
Somalia,2001,nan
Somalia,2002,nan
Somalia,2003,nan
Somalia,2004,nan
Somalia,2005,nan
Somalia,2006,nan
Somalia,2007,nan
Somalia,2008,nan
Somalia,2009,nan
Somalia,2010,nan
Somaliland,2000,nan
Somaliland,2001,nan
Somaliland,2002,nan
Somaliland,2003,nan
Somaliland,2004,nan
Somaliland,2005,nan
Somaliland,2006,nan
Somaliland,2007,nan
Somaliland,2008,nan
Somaliland,2009,nan
Somaliland,2010,nan
South Africa,2000,425498.0
South Africa,2001,401730.0
South Africa,2002,388061.0
South Africa,2003,362507.0
South Africa,2004,388886.0
South Africa,2005,478030.0
South Africa,2006,518895.0
South Africa,2007,481766.0
South Africa,2008,577376.0
South Africa,2009,678531.0
South Africa,2010,nan
South Ossetia,2000,nan
South Ossetia,2001,nan
South Ossetia,2002,nan
South Ossetia,2003,nan
South Ossetia,2004,nan
South Ossetia,2005,nan
South Ossetia,2006,nan
South Ossetia,2007,nan
South Ossetia,2008,nan
South Ossetia,2009,nan
South Ossetia,2010,nan
Spain,2000,1378.0
Spain,2001,2661.0
Spain,2002,2677.0
Spain,2003,4694.0
Spain,2004,5232.0
Spain,2005,8128.0
Spain,2006,6840.0
Spain,2007,5443.0
Spain,2008,4453.0
Spain,2009,2865.0
Spain,2010,6109.0
Sri Lanka,2000,nan
Sri Lanka,2001,3329.0
Sri Lanka,2002,nan
Sri Lanka,2003,2950.0
Sri Lanka,2004,51311.0
Sri Lanka,2005,2355.0
Sri Lanka,2006,1734.0
Sri Lanka,2007,14569.0
Sri Lanka,2008,45620.0
Sri Lanka,2009,106527.0
Sri Lanka,2010,102107.0
Sudan,2000,3058823.0
Sudan,2001,2947765.0
Sudan,2002,nan
Sudan,2003,nan
Sudan,2004,nan
Sudan,2005,nan
Sudan,2006,nan
Sudan,2007,nan
Sudan,2008,nan
Sudan,2009,nan
Sudan,2010,nan
Suriname,2000,nan
Suriname,2001,4187.0
Suriname,2002,4459.0
Suriname,2003,4185.0
Suriname,2004,nan
Suriname,2005,4922.0
Suriname,2006,6493.0
Suriname,2007,9399.0
Suriname,2008,6979.0
Suriname,2009,5680.0
Suriname,2010,nan
Svalbard,2000,nan
Svalbard,2001,nan
Svalbard,2002,nan
Svalbard,2003,nan
Svalbard,2004,nan
Svalbard,2005,nan
Svalbard,2006,nan
Svalbard,2007,nan
Svalbard,2008,nan
Svalbard,2009,nan
Svalbard,2010,nan
Swaziland,2000,62998.0
Swaziland,2001,61594.0
Swaziland,2002,61147.0
Swaziland,2003,59877.0
Swaziland,2004,53484.0
Swaziland,2005,50715.0
Swaziland,2006,37714.0
Swaziland,2007,31734.0
Swaziland,2008,nan
Swaziland,2009,37775.0
Swaziland,2010,29972.0
Sweden,2000,4151.0
Sweden,2001,2010.0
Sweden,2002,3508.0
Sweden,2003,7179.0
Sweden,2004,21736.0
Sweden,2005,30207.0
Sweden,2006,30213.0
Sweden,2007,21406.0
Sweden,2008,8150.0
Sweden,2009,3932.0
Sweden,2010,3597.0
Switzerland,2000,3570.0
Switzerland,2001,3996.0
Switzerland,2002,4028.0
Switzerland,2003,4064.0
Switzerland,2004,6238.0
Switzerland,2005,10351.0
Switzerland,2006,11235.0
Switzerland,2007,12075.0
Switzerland,2008,8625.0
Switzerland,2009,5564.0
Switzerland,2010,3888.0
Syria,2000,79109.0
Syria,2001,62644.0
Syria,2002,63885.0
Syria,2003,34271.0
Syria,2004,26025.0
Syria,2005,23501.0
Syria,2006,25592.0
Syria,2007,27104.0
Syria,2008,23031.0
Syria,2009,18848.0
Syria,2010,nan
Taiwan,2000,nan
Taiwan,2001,nan
Taiwan,2002,nan
Taiwan,2003,nan
Taiwan,2004,nan
Taiwan,2005,nan
Taiwan,2006,nan
Taiwan,2007,nan
Taiwan,2008,nan
Taiwan,2009,nan
Taiwan,2010,nan
Tajikistan,2000,27739.0
Tajikistan,2001,27283.0
Tajikistan,2002,16875.0
Tajikistan,2003,22283.0
Tajikistan,2004,18280.0
Tajikistan,2005,16649.0
Tajikistan,2006,18446.0
Tajikistan,2007,16968.0
Tajikistan,2008,17007.0
Tajikistan,2009,16268.0
Tajikistan,2010,15013.0
Tanzania,2000,3011283.0
Tanzania,2001,2761241.0
Tanzania,2002,1806175.0
Tanzania,2003,1252293.0
Tanzania,2004,960680.0
Tanzania,2005,649370.0
Tanzania,2006,255816.0
Tanzania,2007,nan
Tanzania,2008,137123.0
Tanzania,2009,nan
Tanzania,2010,nan
Thailand,2000,nan
Thailand,2001,nan
Thailand,2002,nan
Thailand,2003,nan
Thailand,2004,nan
Thailand,2005,nan
Thailand,2006,387379.0
Thailand,2007,467342.0
Thailand,2008,555904.0
Thailand,2009,611222.0
Thailand,2010,nan
Timor-Leste,2000,nan
Timor-Leste,2001,nan
Timor-Leste,2002,nan
Timor-Leste,2003,nan
Timor-Leste,2004,nan
Timor-Leste,2005,60789.0
Timor-Leste,2006,nan
Timor-Leste,2007,nan
Timor-Leste,2008,52905.0
Timor-Leste,2009,39475.0
Timor-Leste,2010,27710.0
Togo,2000,87303.0
Togo,2001,76690.0
Togo,2002,73474.0
Togo,2003,71811.0
Togo,2004,67260.0
Togo,2005,63002.0
Togo,2006,58786.0
Togo,2007,55429.0
Togo,2008,51411.0
Togo,2009,nan
Togo,2010,nan
Tokelau,2000,nan
Tokelau,2001,nan
Tokelau,2002,nan
Tokelau,2003,nan
Tokelau,2004,nan
Tokelau,2005,nan
Tokelau,2006,nan
Tokelau,2007,nan
Tokelau,2008,nan
Tokelau,2009,nan
Tokelau,2010,nan
Tonga,2000,nan
Tonga,2001,145.0
Tonga,2002,nan
Tonga,2003,nan
Tonga,2004,287.0
Tonga,2005,178.0
Tonga,2006,163.0
Tonga,2007,nan
Tonga,2008,nan
Tonga,2009,nan
Tonga,2010,nan
Transnistria,2000,nan
Transnistria,2001,nan
Transnistria,2002,nan
Transnistria,2003,nan
Transnistria,2004,nan
Transnistria,2005,nan
Transnistria,2006,nan
Transnistria,2007,nan
Transnistria,2008,nan
Transnistria,2009,nan
Transnistria,2010,nan
Trinidad and Tobago,2000,11041.0
Trinidad and Tobago,2001,9340.0
Trinidad and Tobago,2002,12395.0
Trinidad and Tobago,2003,9201.0
Trinidad and Tobago,2004,7809.0
Trinidad and Tobago,2005,11736.0
Trinidad and Tobago,2006,nan
Trinidad and Tobago,2007,4035.0
Trinidad and Tobago,2008,6300.0
Trinidad and Tobago,2009,5033.0
Trinidad and Tobago,2010,3276.0
Tunisia,2000,43301.0
Tunisia,2001,27275.0
Tunisia,2002,11456.0
Tunisia,2003,8413.0
Tunisia,2004,6224.0
Tunisia,2005,5128.0
Tunisia,2006,3371.0
Tunisia,2007,5270.0
Tunisia,2008,6301.0
Tunisia,2009,5222.0
Tunisia,2010,nan
Turkey,2000,261160.0
Turkey,2001,222555.0
Turkey,2002,203338.0
Turkey,2003,338385.0
Turkey,2004,274782.0
Turkey,2005,224334.0
Turkey,2006,147519.0
Turkey,2007,83629.0
Turkey,2008,66952.0
Turkey,2009,161880.0
Turkey,2010,68456.0
Turkmenistan,2000,nan
Turkmenistan,2001,nan
Turkmenistan,2002,nan
Turkmenistan,2003,nan
Turkmenistan,2004,nan
Turkmenistan,2005,nan
Turkmenistan,2006,nan
Turkmenistan,2007,nan
Turkmenistan,2008,nan
Turkmenistan,2009,nan
Turkmenistan,2010,nan
Turks and Caicos Islands,2000,nan
Turks and Caicos Islands,2001,nan
Turks and Caicos Islands,2002,184.0
Turks and Caicos Islands,2003,532.0
Turks and Caicos Islands,2004,353.0
Turks and Caicos Islands,2005,477.0
Turks and Caicos Islands,2006,nan
Turks and Caicos Islands,2007,nan
Turks and Caicos Islands,2008,nan
Turks and Caicos Islands,2009,nan
Turks and Caicos Islands,2010,nan
Tuvalu,2000,nan
Tuvalu,2001,nan
Tuvalu,2002,nan
Tuvalu,2003,nan
Tuvalu,2004,nan
Tuvalu,2005,nan
Tuvalu,2006,nan
Tuvalu,2007,nan
Tuvalu,2008,nan
Tuvalu,2009,nan
Tuvalu,2010,nan
Uganda,2000,nan
Uganda,2001,nan
Uganda,2002,nan
Uganda,2003,nan
Uganda,2004,nan
Uganda,2005,nan
Uganda,2006,nan
Uganda,2007,nan
Uganda,2008,nan
Uganda,2009,390107.0
Uganda,2010,622822.0
Ukraine,2000,nan
Ukraine,2001,nan
Ukraine,2002,104292.0
Ukraine,2003,222201.0
Ukraine,2004,196757.0
Ukraine,2005,164838.0
Ukraine,2006,160841.0
Ukraine,2007,153668.0
Ukraine,2008,154696.0
Ukraine,2009,158046.0
Ukraine,2010,137694.0
United Arab Emirates,2000,57883.0
United Arab Emirates,2001,64850.0
United Arab Emirates,2002,47443.0
United Arab Emirates,2003,21583.0
United Arab Emirates,2004,12130.0
United Arab Emirates,2005,7095.0
United Arab Emirates,2006,11584.0
United Arab Emirates,2007,nan
United Arab Emirates,2008,nan
United Arab Emirates,2009,nan
United Arab Emirates,2010,nan
United Kingdom,2000,1503.0
United Kingdom,2001,1825.0
United Kingdom,2002,2196.0
United Kingdom,2003,3073.0
United Kingdom,2004,23717.0
United Kingdom,2005,720.0
United Kingdom,2006,10436.0
United Kingdom,2007,66772.0
United Kingdom,2008,7023.0
United Kingdom,2009,8076.0
United Kingdom,2010,12052.0
United States,2000,730061.0
United States,2001,675690.0
United States,2002,1056520.0
United States,2003,1116582.0
United States,2004,1359784.0
United States,2005,1157092.0
United States,2006,959350.0
United States,2007,648245.0
United States,2008,547550.0
United States,2009,744781.0
United States,2010,1023231.0
Uruguay,2000,nan
Uruguay,2001,nan
Uruguay,2002,nan
Uruguay,2003,nan
Uruguay,2004,nan
Uruguay,2005,7755.0
Uruguay,2006,174.0
Uruguay,2007,nan
Uruguay,2008,2228.0
Uruguay,2009,1622.0
Uruguay,2010,505.0
USSR,2000,nan
USSR,2001,nan
USSR,2002,nan
USSR,2003,nan
USSR,2004,nan
USSR,2005,nan
USSR,2006,nan
USSR,2007,nan
USSR,2008,nan
USSR,2009,nan
USSR,2010,nan
Uzbekistan,2000,nan
Uzbekistan,2001,nan
Uzbekistan,2002,nan
Uzbekistan,2003,nan
Uzbekistan,2004,nan
Uzbekistan,2005,nan
Uzbekistan,2006,nan
Uzbekistan,2007,150750.0
Uzbekistan,2008,177825.0
Uzbekistan,2009,185148.0
Uzbekistan,2010,164282.0
Wallis et Futuna,2000,nan
Wallis et Futuna,2001,nan
Wallis et Futuna,2002,nan
Wallis et Futuna,2003,nan
Wallis et Futuna,2004,nan
Wallis et Futuna,2005,nan
Wallis et Futuna,2006,nan
Wallis et Futuna,2007,nan
Wallis et Futuna,2008,nan
Wallis et Futuna,2009,nan
Wallis et Futuna,2010,nan
Vanuatu,2000,203.0
Vanuatu,2001,104.0
Vanuatu,2002,187.0
Vanuatu,2003,23.0
Vanuatu,2004,769.0
Vanuatu,2005,358.0
Vanuatu,2006,nan
Vanuatu,2007,nan
Vanuatu,2008,nan
Vanuatu,2009,nan
Vanuatu,2010,nan
Venezuela,2000,351536.0
Venezuela,2001,258233.0
Venezuela,2002,156274.0
Venezuela,2003,200064.0
Venezuela,2004,192514.0
Venezuela,2005,235654.0
Venezuela,2006,216334.0
Venezuela,2007,186723.0
Venezuela,2008,nan
Venezuela,2009,193823.0
Venezuela,2010,171320.0
West Bank and Gaza,2000,28450.0
West Bank and Gaza,2001,42617.0
West Bank and Gaza,2002,48287.0
West Bank and Gaza,2003,54090.0
West Bank and Gaza,2004,62258.0
West Bank and Gaza,2005,70882.0
West Bank and Gaza,2006,66767.0
West Bank and Gaza,2007,67292.0
West Bank and Gaza,2008,58646.0
West Bank and Gaza,2009,52045.0
West Bank and Gaza,2010,48067.0
West Germany,2000,nan
West Germany,2001,nan
West Germany,2002,nan
West Germany,2003,nan
West Germany,2004,nan
West Germany,2005,nan
West Germany,2006,nan
West Germany,2007,nan
West Germany,2008,nan
West Germany,2009,nan
West Germany,2010,nan
Western Sahara,2000,nan
Western Sahara,2001,nan
Western Sahara,2002,nan
Western Sahara,2003,nan
Western Sahara,2004,nan
Western Sahara,2005,nan
Western Sahara,2006,nan
Western Sahara,2007,nan
Western Sahara,2008,nan
Western Sahara,2009,nan
Western Sahara,2010,nan
Vietnam,2000,281213.0
Vietnam,2001,392555.0
Vietnam,2002,636850.0
Vietnam,2003,nan
Vietnam,2004,nan
Vietnam,2005,660377.0
Vietnam,2006,435863.0
Vietnam,2007,nan
Vietnam,2008,54276.0
Vietnam,2009,67060.0
Vietnam,2010,121297.0
Virgin Islands (U.S.),2000,nan
Virgin Islands (U.S.),2001,nan
Virgin Islands (U.S.),2002,nan
Virgin Islands (U.S.),2003,nan
Virgin Islands (U.S.),2004,nan
Virgin Islands (U.S.),2005,nan
Virgin Islands (U.S.),2006,nan
Virgin Islands (U.S.),2007,nan
Virgin Islands (U.S.),2008,nan
Virgin Islands (U.S.),2009,nan
Virgin Islands (U.S.),2010,nan
North Yemen (former),2000,nan
North Yemen (former),2001,nan
North Yemen (former),2002,nan
North Yemen (former),2003,nan
North Yemen (former),2004,nan
North Yemen (former),2005,nan
North Yemen (former),2006,nan
North Yemen (former),2007,nan
North Yemen (former),2008,nan
North Yemen (former),2009,nan
North Yemen (former),2010,nan
South Yemen (former),2000,nan
South Yemen (former),2001,nan
South Yemen (former),2002,nan
South Yemen (former),2003,nan
South Yemen (former),2004,nan
South Yemen (former),2005,nan
South Yemen (former),2006,nan
South Yemen (former),2007,nan
South Yemen (former),2008,nan
South Yemen (former),2009,nan
South Yemen (former),2010,nan
Yemen,2000,nan
Yemen,2001,1147437.0
Yemen,2002,nan
Yemen,2003,974666.0
Yemen,2004,896589.0
Yemen,2005,852560.0
Yemen,2006,nan
Yemen,2007,nan
Yemen,2008,964201.0
Yemen,2009,nan
Yemen,2010,857302.0
Yugoslavia,2000,nan
Yugoslavia,2001,nan
Yugoslavia,2002,nan
Yugoslavia,2003,nan
Yugoslavia,2004,nan
Yugoslavia,2005,nan
Yugoslavia,2006,nan
Yugoslavia,2007,nan
Yugoslavia,2008,nan
Yugoslavia,2009,nan
Yugoslavia,2010,nan
Zambia,2000,550498.0
Zambia,2001,565556.0
Zambia,2002,514982.0
Zambia,2003,nan
Zambia,2004,260579.0
Zambia,2005,78933.0
Zambia,2006,94611.0
Zambia,2007,74124.0
Zambia,2008,20539.0
Zambia,2009,127271.0
Zambia,2010,184450.0
Zimbabwe,2000,nan
Zimbabwe,2001,nan
Zimbabwe,2002,nan
Zimbabwe,2003,nan
Zimbabwe,2004,nan
Zimbabwe,2005,nan
Zimbabwe,2006,nan
Zimbabwe,2007,nan
Zimbabwe,2008,nan
Zimbabwe,2009,nan
Zimbabwe,2010,nan
Åland,2000,nan
Åland,2001,nan
Åland,2002,nan
Åland,2003,nan
Åland,2004,nan
Åland,2005,nan
Åland,2006,nan
Åland,2007,nan
Åland,2008,nan
Åland,2009,nan
Åland,2010,nan
South Sudan,2000,nan
South Sudan,2001,nan
South Sudan,2002,nan
South Sudan,2003,nan
South Sudan,2004,nan
South Sudan,2005,nan
South Sudan,2006,nan
South Sudan,2007,nan
South Sudan,2008,nan
South Sudan,2009,nan
South Sudan,2010,nan
Christian,2000,nan
Christian,2001,nan
Christian,2002,nan
Christian,2003,nan
Christian,2004,nan
Christian,2005,nan
Christian,2006,nan
Christian,2007,nan
Christian,2008,nan
Christian,2009,nan
Christian,2010,nan
Coastline,2000,nan
Coastline,2001,nan
Coastline,2002,nan
Coastline,2003,nan
Coastline,2004,nan
Coastline,2005,nan
Coastline,2006,nan
Coastline,2007,nan
Coastline,2008,nan
Coastline,2009,nan
Coastline,2010,nan
Curaçao,2000,nan
Curaçao,2001,nan
Curaçao,2002,nan
Curaçao,2003,nan
Curaçao,2004,nan
Curaçao,2005,nan
Curaçao,2006,nan
Curaçao,2007,nan
Curaçao,2008,nan
Curaçao,2009,nan
Curaçao,2010,nan
Sint Maarten (Dutch part),2000,nan
Sint Maarten (Dutch part),2001,nan
Sint Maarten (Dutch part),2002,nan
Sint Maarten (Dutch part),2003,nan
Sint Maarten (Dutch part),2004,nan
